2,2^1,"(1, 1)"
3,3^1,"Cannot be represented"
4,2^2,"(0, 2)"
5,5^1,"(1, 2)"
6,2^1 * 3^1,"Cannot be represented"
7,7^1,"Cannot be represented"
8,2^3,"(2, 2)"
9,3^2,"(0, 3)"
10,2^1 * 5^1,"(1, 3)"
11,11^1,"Cannot be represented"
12,2^2 * 3^1,"Cannot be represented"
13,13^1,"(2, 3)"
14,2^1 * 7^1,"Cannot be represented"
15,3^1 * 5^1,"Cannot be represented"
16,2^4,"(0, 4)"
17,17^1,"(1, 4)"
18,2^1 * 3^2,"(3, 3)"
19,19^1,"Cannot be represented"
20,2^2 * 5^1,"(2, 4)"
21,3^1 * 7^1,"Cannot be represented"
22,2^1 * 11^1,"Cannot be represented"
23,23^1,"Cannot be represented"
24,2^3 * 3^1,"Cannot be represented"
25,5^2,"(0, 5)"
26,2^1 * 13^1,"(1, 5)"
27,3^3,"Cannot be represented"
28,2^2 * 7^1,"Cannot be represented"
29,29^1,"(2, 5)"
30,2^1 * 3^1 * 5^1,"Cannot be represented"
31,31^1,"Cannot be represented"
32,2^5,"(4, 4)"
33,3^1 * 11^1,"Cannot be represented"
34,2^1 * 17^1,"(3, 5)"
35,5^1 * 7^1,"Cannot be represented"
36,2^2 * 3^2,"(0, 6)"
37,37^1,"(1, 6)"
38,2^1 * 19^1,"Cannot be represented"
39,3^1 * 13^1,"Cannot be represented"
40,2^3 * 5^1,"(2, 6)"
41,41^1,"(4, 5)"
42,2^1 * 3^1 * 7^1,"Cannot be represented"
43,43^1,"Cannot be represented"
44,2^2 * 11^1,"Cannot be represented"
45,3^2 * 5^1,"(6, 3)"
46,2^1 * 23^1,"Cannot be represented"
47,47^1,"Cannot be represented"
48,2^4 * 3^1,"Cannot be represented"
49,7^2,"(0, 7)"
50,2^1 * 5^2,"(1, 7)"
51,3^1 * 17^1,"Cannot be represented"
52,2^2 * 13^1,"(6, 4)"
53,53^1,"(2, 7)"
54,2^1 * 3^3,"Cannot be represented"
55,5^1 * 11^1,"Cannot be represented"
56,2^3 * 7^1,"Cannot be represented"
57,3^1 * 19^1,"Cannot be represented"
58,2^1 * 29^1,"(3, 7)"
59,59^1,"Cannot be represented"
60,2^2 * 3^1 * 5^1,"Cannot be represented"
61,61^1,"(6, 5)"
62,2^1 * 31^1,"Cannot be represented"
63,3^2 * 7^1,"Cannot be represented"
64,2^6,"(0, 8)"
65,5^1 * 13^1,"(1, 8)"
66,2^1 * 3^1 * 11^1,"Cannot be represented"
67,67^1,"Cannot be represented"
68,2^2 * 17^1,"(8, 2)"
69,3^1 * 23^1,"Cannot be represented"
70,2^1 * 5^1 * 7^1,"Cannot be represented"
71,71^1,"Cannot be represented"
72,2^3 * 3^2,"(6, 6)"
73,73^1,"(8, 3)"
74,2^1 * 37^1,"(7, 5)"
75,3^1 * 5^2,"Cannot be represented"
76,2^2 * 19^1,"Cannot be represented"
77,7^1 * 11^1,"Cannot be represented"
78,2^1 * 3^1 * 13^1,"Cannot be represented"
79,79^1,"Cannot be represented"
80,2^4 * 5^1,"(8, 4)"
81,3^4,"(0, 9)"
82,2^1 * 41^1,"(1, 9)"
83,83^1,"Cannot be represented"
84,2^2 * 3^1 * 7^1,"Cannot be represented"
85,5^1 * 17^1,"(2, 9)"
86,2^1 * 43^1,"Cannot be represented"
87,3^1 * 29^1,"Cannot be represented"
88,2^3 * 11^1,"Cannot be represented"
89,89^1,"(8, 5)"
90,2^1 * 3^2 * 5^1,"(3, 9)"
91,7^1 * 13^1,"Cannot be represented"
92,2^2 * 23^1,"Cannot be represented"
93,3^1 * 31^1,"Cannot be represented"
94,2^1 * 47^1,"Cannot be represented"
95,5^1 * 19^1,"Cannot be represented"
96,2^5 * 3^1,"Cannot be represented"
97,97^1,"(4, 9)"
98,2^1 * 7^2,"(7, 7)"
99,3^2 * 11^1,"Cannot be represented"
100,2^2 * 5^2,"(0, 10)"
101,101^1,"(1, 10)"
102,2^1 * 3^1 * 17^1,"Cannot be represented"
103,103^1,"Cannot be represented"
104,2^3 * 13^1,"(2, 10)"
105,3^1 * 5^1 * 7^1,"Cannot be represented"
106,2^1 * 53^1,"(9, 5)"
107,107^1,"Cannot be represented"
108,2^2 * 3^3,"Cannot be represented"
109,109^1,"(10, 3)"
110,2^1 * 5^1 * 11^1,"Cannot be represented"
111,3^1 * 37^1,"Cannot be represented"
112,2^4 * 7^1,"Cannot be represented"
113,113^1,"(8, 7)"
114,2^1 * 3^1 * 19^1,"Cannot be represented"
115,5^1 * 23^1,"Cannot be represented"
116,2^2 * 29^1,"(10, 4)"
117,3^2 * 13^1,"(6, 9)"
118,2^1 * 59^1,"Cannot be represented"
119,7^1 * 17^1,"Cannot be represented"
120,2^3 * 3^1 * 5^1,"Cannot be represented"
121,11^2,"(0, 11)"
122,2^1 * 61^1,"(1, 11)"
123,3^1 * 41^1,"Cannot be represented"
124,2^2 * 31^1,"Cannot be represented"
125,5^3,"(11, 2)"
126,2^1 * 3^2 * 7^1,"Cannot be represented"
127,127^1,"Cannot be represented"
128,2^7,"(8, 8)"
129,3^1 * 43^1,"Cannot be represented"
130,2^1 * 5^1 * 13^1,"(11, 3)"
131,131^1,"Cannot be represented"
132,2^2 * 3^1 * 11^1,"Cannot be represented"
133,7^1 * 19^1,"Cannot be represented"
134,2^1 * 67^1,"Cannot be represented"
135,3^3 * 5^1,"Cannot be represented"
136,2^3 * 17^1,"(6, 10)"
137,137^1,"(11, 4)"
138,2^1 * 3^1 * 23^1,"Cannot be represented"
139,139^1,"Cannot be represented"
140,2^2 * 5^1 * 7^1,"Cannot be represented"
141,3^1 * 47^1,"Cannot be represented"
142,2^1 * 71^1,"Cannot be represented"
143,11^1 * 13^1,"Cannot be represented"
144,2^4 * 3^2,"(0, 12)"
145,5^1 * 29^1,"(1, 12)"
146,2^1 * 73^1,"(11, 5)"
147,3^1 * 7^2,"Cannot be represented"
148,2^2 * 37^1,"(2, 12)"
149,149^1,"(10, 7)"
150,2^1 * 3^1 * 5^2,"Cannot be represented"
151,151^1,"Cannot be represented"
152,2^3 * 19^1,"Cannot be represented"
153,3^2 * 17^1,"(3, 12)"
154,2^1 * 7^1 * 11^1,"Cannot be represented"
155,5^1 * 31^1,"Cannot be represented"
156,2^2 * 3^1 * 13^1,"Cannot be represented"
157,157^1,"(11, 6)"
158,2^1 * 79^1,"Cannot be represented"
159,3^1 * 53^1,"Cannot be represented"
160,2^5 * 5^1,"(4, 12)"
161,7^1 * 23^1,"Cannot be represented"
162,2^1 * 3^4,"(9, 9)"
163,163^1,"Cannot be represented"
164,2^2 * 41^1,"(8, 10)"
165,3^1 * 5^1 * 11^1,"Cannot be represented"
166,2^1 * 83^1,"Cannot be represented"
167,167^1,"Cannot be represented"
168,2^3 * 3^1 * 7^1,"Cannot be represented"
169,13^2,"(0, 13)"
170,2^1 * 5^1 * 17^1,"(1, 13)"
171,3^2 * 19^1,"Cannot be represented"
172,2^2 * 43^1,"Cannot be represented"
173,173^1,"(2, 13)"
174,2^1 * 3^1 * 29^1,"Cannot be represented"
175,5^2 * 7^1,"Cannot be represented"
176,2^4 * 11^1,"Cannot be represented"
177,3^1 * 59^1,"Cannot be represented"
178,2^1 * 89^1,"(3, 13)"
179,179^1,"Cannot be represented"
180,2^2 * 3^2 * 5^1,"(6, 12)"
181,181^1,"(10, 9)"
182,2^1 * 7^1 * 13^1,"Cannot be represented"
183,3^1 * 61^1,"Cannot be represented"
184,2^3 * 23^1,"Cannot be represented"
185,5^1 * 37^1,"(8, 11)"
186,2^1 * 3^1 * 31^1,"Cannot be represented"
187,11^1 * 17^1,"Cannot be represented"
188,2^2 * 47^1,"Cannot be represented"
189,3^3 * 7^1,"Cannot be represented"
190,2^1 * 5^1 * 19^1,"Cannot be represented"
191,191^1,"Cannot be represented"
192,2^6 * 3^1,"Cannot be represented"
193,193^1,"(7, 12)"
194,2^1 * 97^1,"(13, 5)"
195,3^1 * 5^1 * 13^1,"Cannot be represented"
196,2^2 * 7^2,"(0, 14)"
197,197^1,"(1, 14)"
198,2^1 * 3^2 * 11^1,"Cannot be represented"
199,199^1,"Cannot be represented"
200,2^3 * 5^2,"(2, 14)"
201,3^1 * 67^1,"Cannot be represented"
202,2^1 * 101^1,"(11, 9)"
203,7^1 * 29^1,"Cannot be represented"
204,2^2 * 3^1 * 17^1,"Cannot be represented"
205,5^1 * 41^1,"(6, 13)"
206,2^1 * 103^1,"Cannot be represented"
207,3^2 * 23^1,"Cannot be represented"
208,2^4 * 13^1,"(8, 12)"
209,11^1 * 19^1,"Cannot be represented"
210,2^1 * 3^1 * 5^1 * 7^1,"Cannot be represented"
211,211^1,"Cannot be represented"
212,2^2 * 53^1,"(14, 4)"
213,3^1 * 71^1,"Cannot be represented"
214,2^1 * 107^1,"Cannot be represented"
215,5^1 * 43^1,"Cannot be represented"
216,2^3 * 3^3,"Cannot be represented"
217,7^1 * 31^1,"Cannot be represented"
218,2^1 * 109^1,"(13, 7)"
219,3^1 * 73^1,"Cannot be represented"
220,2^2 * 5^1 * 11^1,"Cannot be represented"
221,13^1 * 17^1,"(11, 10)"
222,2^1 * 3^1 * 37^1,"Cannot be represented"
223,223^1,"Cannot be represented"
224,2^5 * 7^1,"Cannot be represented"
225,3^2 * 5^2,"(0, 15)"
226,2^1 * 113^1,"(1, 15)"
227,227^1,"Cannot be represented"
228,2^2 * 3^1 * 19^1,"Cannot be represented"
229,229^1,"(2, 15)"
230,2^1 * 5^1 * 23^1,"Cannot be represented"
231,3^1 * 7^1 * 11^1,"Cannot be represented"
232,2^3 * 29^1,"(6, 14)"
233,233^1,"(8, 13)"
234,2^1 * 3^2 * 13^1,"(15, 3)"
235,5^1 * 47^1,"Cannot be represented"
236,2^2 * 59^1,"Cannot be represented"
237,3^1 * 79^1,"Cannot be represented"
238,2^1 * 7^1 * 17^1,"Cannot be represented"
239,239^1,"Cannot be represented"
240,2^4 * 3^1 * 5^1,"Cannot be represented"
241,241^1,"(15, 4)"
242,2^1 * 11^2,"(11, 11)"
243,3^5,"Cannot be represented"
244,2^2 * 61^1,"(10, 12)"
245,5^1 * 7^2,"(14, 7)"
246,2^1 * 3^1 * 41^1,"Cannot be represented"
247,13^1 * 19^1,"Cannot be represented"
248,2^3 * 31^1,"Cannot be represented"
249,3^1 * 83^1,"Cannot be represented"
250,2^1 * 5^3,"(15, 5)"
251,251^1,"Cannot be represented"
252,2^2 * 3^2 * 7^1,"Cannot be represented"
253,11^1 * 23^1,"Cannot be represented"
254,2^1 * 127^1,"Cannot be represented"
255,3^1 * 5^1 * 17^1,"Cannot be represented"
256,2^8,"(0, 16)"
257,257^1,"(1, 16)"
258,2^1 * 3^1 * 43^1,"Cannot be represented"
259,7^1 * 37^1,"Cannot be represented"
260,2^2 * 5^1 * 13^1,"(8, 14)"
261,3^2 * 29^1,"(6, 15)"
262,2^1 * 131^1,"Cannot be represented"
263,263^1,"Cannot be represented"
264,2^3 * 3^1 * 11^1,"Cannot be represented"
265,5^1 * 53^1,"(11, 12)"
266,2^1 * 7^1 * 19^1,"Cannot be represented"
267,3^1 * 89^1,"Cannot be represented"
268,2^2 * 67^1,"Cannot be represented"
269,269^1,"(10, 13)"
270,2^1 * 3^3 * 5^1,"Cannot be represented"
271,271^1,"Cannot be represented"
272,2^4 * 17^1,"(16, 4)"
273,3^1 * 7^1 * 13^1,"Cannot be represented"
274,2^1 * 137^1,"(15, 7)"
275,5^2 * 11^1,"Cannot be represented"
276,2^2 * 3^1 * 23^1,"Cannot be represented"
277,277^1,"(14, 9)"
278,2^1 * 139^1,"Cannot be represented"
279,3^2 * 31^1,"Cannot be represented"
280,2^3 * 5^1 * 7^1,"Cannot be represented"
281,281^1,"(16, 5)"
282,2^1 * 3^1 * 47^1,"Cannot be represented"
283,283^1,"Cannot be represented"
284,2^2 * 71^1,"Cannot be represented"
285,3^1 * 5^1 * 19^1,"Cannot be represented"
286,2^1 * 11^1 * 13^1,"Cannot be represented"
287,7^1 * 41^1,"Cannot be represented"
288,2^5 * 3^2,"(12, 12)"
289,17^2,"(0, 17)"
290,2^1 * 5^1 * 29^1,"(1, 17)"
291,3^1 * 97^1,"Cannot be represented"
292,2^2 * 73^1,"(6, 16)"
293,293^1,"(2, 17)"
294,2^1 * 3^1 * 7^2,"Cannot be represented"
295,5^1 * 59^1,"Cannot be represented"
296,2^3 * 37^1,"(10, 14)"
297,3^3 * 11^1,"Cannot be represented"
298,2^1 * 149^1,"(3, 17)"
299,13^1 * 23^1,"Cannot be represented"
300,2^2 * 3^1 * 5^2,"Cannot be represented"
301,7^1 * 43^1,"Cannot be represented"
302,2^1 * 151^1,"Cannot be represented"
303,3^1 * 101^1,"Cannot be represented"
304,2^4 * 19^1,"Cannot be represented"
305,5^1 * 61^1,"(16, 7)"
306,2^1 * 3^2 * 17^1,"(15, 9)"
307,307^1,"Cannot be represented"
308,2^2 * 7^1 * 11^1,"Cannot be represented"
309,3^1 * 103^1,"Cannot be represented"
310,2^1 * 5^1 * 31^1,"Cannot be represented"
311,311^1,"Cannot be represented"
312,2^3 * 3^1 * 13^1,"Cannot be represented"
313,313^1,"(13, 12)"
314,2^1 * 157^1,"(17, 5)"
315,3^2 * 5^1 * 7^1,"Cannot be represented"
316,2^2 * 79^1,"Cannot be represented"
317,317^1,"(11, 14)"
318,2^1 * 3^1 * 53^1,"Cannot be represented"
319,11^1 * 29^1,"Cannot be represented"
320,2^6 * 5^1,"(8, 16)"
321,3^1 * 107^1,"Cannot be represented"
322,2^1 * 7^1 * 23^1,"Cannot be represented"
323,17^1 * 19^1,"Cannot be represented"
324,2^2 * 3^4,"(0, 18)"
325,5^2 * 13^1,"(1, 18)"
326,2^1 * 163^1,"Cannot be represented"
327,3^1 * 109^1,"Cannot be represented"
328,2^3 * 41^1,"(2, 18)"
329,7^1 * 47^1,"Cannot be represented"
330,2^1 * 3^1 * 5^1 * 11^1,"Cannot be represented"
331,331^1,"Cannot be represented"
332,2^2 * 83^1,"Cannot be represented"
333,3^2 * 37^1,"(3, 18)"
334,2^1 * 167^1,"Cannot be represented"
335,5^1 * 67^1,"Cannot be represented"
336,2^4 * 3^1 * 7^1,"Cannot be represented"
337,337^1,"(16, 9)"
338,2^1 * 13^2,"(17, 7)"
339,3^1 * 113^1,"Cannot be represented"
340,2^2 * 5^1 * 17^1,"(4, 18)"
341,11^1 * 31^1,"Cannot be represented"
342,2^1 * 3^2 * 19^1,"Cannot be represented"
343,7^3,"Cannot be represented"
344,2^3 * 43^1,"Cannot be represented"
345,3^1 * 5^1 * 23^1,"Cannot be represented"
346,2^1 * 173^1,"(15, 11)"
347,347^1,"Cannot be represented"
348,2^2 * 3^1 * 29^1,"Cannot be represented"
349,349^1,"(5, 18)"
350,2^1 * 5^2 * 7^1,"Cannot be represented"
351,3^3 * 13^1,"Cannot be represented"
352,2^5 * 11^1,"Cannot be represented"
353,353^1,"(17, 8)"
354,2^1 * 3^1 * 59^1,"Cannot be represented"
355,5^1 * 71^1,"Cannot be represented"
356,2^2 * 89^1,"(16, 10)"
357,3^1 * 7^1 * 17^1,"Cannot be represented"
358,2^1 * 179^1,"Cannot be represented"
359,359^1,"Cannot be represented"
360,2^3 * 3^2 * 5^1,"(6, 18)"
361,19^2,"(0, 19)"
362,2^1 * 181^1,"(1, 19)"
363,3^1 * 11^2,"Cannot be represented"
364,2^2 * 7^1 * 13^1,"Cannot be represented"
365,5^1 * 73^1,"(2, 19)"
366,2^1 * 3^1 * 61^1,"Cannot be represented"
367,367^1,"Cannot be represented"
368,2^4 * 23^1,"Cannot be represented"
369,3^2 * 41^1,"(12, 15)"
370,2^1 * 5^1 * 37^1,"(3, 19)"
371,7^1 * 53^1,"Cannot be represented"
372,2^2 * 3^1 * 31^1,"Cannot be represented"
373,373^1,"(7, 18)"
374,2^1 * 11^1 * 17^1,"Cannot be represented"
375,3^1 * 5^3,"Cannot be represented"
376,2^3 * 47^1,"Cannot be represented"
377,13^1 * 29^1,"(16, 11)"
378,2^1 * 3^3 * 7^1,"Cannot be represented"
379,379^1,"Cannot be represented"
380,2^2 * 5^1 * 19^1,"Cannot be represented"
381,3^1 * 127^1,"Cannot be represented"
382,2^1 * 191^1,"Cannot be represented"
383,383^1,"Cannot be represented"
384,2^7 * 3^1,"Cannot be represented"
385,5^1 * 7^1 * 11^1,"Cannot be represented"
386,2^1 * 193^1,"(5, 19)"
387,3^2 * 43^1,"Cannot be represented"
388,2^2 * 97^1,"(8, 18)"
389,389^1,"(17, 10)"
390,2^1 * 3^1 * 5^1 * 13^1,"Cannot be represented"
391,17^1 * 23^1,"Cannot be represented"
392,2^3 * 7^2,"(14, 14)"
393,3^1 * 131^1,"Cannot be represented"
394,2^1 * 197^1,"(13, 15)"
395,5^1 * 79^1,"Cannot be represented"
396,2^2 * 3^2 * 11^1,"Cannot be represented"
397,397^1,"(6, 19)"
398,2^1 * 199^1,"Cannot be represented"
399,3^1 * 7^1 * 19^1,"Cannot be represented"
400,2^4 * 5^2,"(0, 20)"
401,401^1,"(1, 20)"
402,2^1 * 3^1 * 67^1,"Cannot be represented"
403,13^1 * 31^1,"Cannot be represented"
404,2^2 * 101^1,"(2, 20)"
405,3^4 * 5^1,"(18, 9)"
406,2^1 * 7^1 * 29^1,"Cannot be represented"
407,11^1 * 37^1,"Cannot be represented"
408,2^3 * 3^1 * 17^1,"Cannot be represented"
409,409^1,"(3, 20)"
410,2^1 * 5^1 * 41^1,"(17, 11)"
411,3^1 * 137^1,"Cannot be represented"
412,2^2 * 103^1,"Cannot be represented"
413,7^1 * 59^1,"Cannot be represented"
414,2^1 * 3^2 * 23^1,"Cannot be represented"
415,5^1 * 83^1,"Cannot be represented"
416,2^5 * 13^1,"(4, 20)"
417,3^1 * 139^1,"Cannot be represented"
418,2^1 * 11^1 * 19^1,"Cannot be represented"
419,419^1,"Cannot be represented"
420,2^2 * 3^1 * 5^1 * 7^1,"Cannot be represented"
421,421^1,"(14, 15)"
422,2^1 * 211^1,"Cannot be represented"
423,3^2 * 47^1,"Cannot be represented"
424,2^3 * 53^1,"(18, 10)"
425,5^2 * 17^1,"(16, 13)"
426,2^1 * 3^1 * 71^1,"Cannot be represented"
427,7^1 * 61^1,"Cannot be represented"
428,2^2 * 107^1,"Cannot be represented"
429,3^1 * 11^1 * 13^1,"Cannot be represented"
430,2^1 * 5^1 * 43^1,"Cannot be represented"
431,431^1,"Cannot be represented"
432,2^4 * 3^3,"Cannot be represented"
433,433^1,"(12, 17)"
434,2^1 * 7^1 * 31^1,"Cannot be represented"
435,3^1 * 5^1 * 29^1,"Cannot be represented"
436,2^2 * 109^1,"(20, 6)"
437,19^1 * 23^1,"Cannot be represented"
438,2^1 * 3^1 * 73^1,"Cannot be represented"
439,439^1,"Cannot be represented"
440,2^3 * 5^1 * 11^1,"Cannot be represented"
441,3^2 * 7^2,"(0, 21)"
442,2^1 * 13^1 * 17^1,"(1, 21)"
443,443^1,"Cannot be represented"
444,2^2 * 3^1 * 37^1,"Cannot be represented"
445,5^1 * 89^1,"(2, 21)"
446,2^1 * 223^1,"Cannot be represented"
447,3^1 * 149^1,"Cannot be represented"
448,2^6 * 7^1,"Cannot be represented"
449,449^1,"(20, 7)"
450,2^1 * 3^2 * 5^2,"(3, 21)"
451,11^1 * 41^1,"Cannot be represented"
452,2^2 * 113^1,"(16, 14)"
453,3^1 * 151^1,"Cannot be represented"
454,2^1 * 227^1,"Cannot be represented"
455,5^1 * 7^1 * 13^1,"Cannot be represented"
456,2^3 * 3^1 * 19^1,"Cannot be represented"
457,457^1,"(4, 21)"
458,2^1 * 229^1,"(17, 13)"
459,3^3 * 17^1,"Cannot be represented"
460,2^2 * 5^1 * 23^1,"Cannot be represented"
461,461^1,"(10, 19)"
462,2^1 * 3^1 * 7^1 * 11^1,"Cannot be represented"
463,463^1,"Cannot be represented"
464,2^4 * 29^1,"(20, 8)"
465,3^1 * 5^1 * 31^1,"Cannot be represented"
466,2^1 * 233^1,"(5, 21)"
467,467^1,"Cannot be represented"
468,2^2 * 3^2 * 13^1,"(12, 18)"
469,7^1 * 67^1,"Cannot be represented"
470,2^1 * 5^1 * 47^1,"Cannot be represented"
471,3^1 * 157^1,"Cannot be represented"
472,2^3 * 59^1,"Cannot be represented"
473,11^1 * 43^1,"Cannot be represented"
474,2^1 * 3^1 * 79^1,"Cannot be represented"
475,5^2 * 19^1,"Cannot be represented"
476,2^2 * 7^1 * 17^1,"Cannot be represented"
477,3^2 * 53^1,"(6, 21)"
478,2^1 * 239^1,"Cannot be represented"
479,479^1,"Cannot be represented"
480,2^5 * 3^1 * 5^1,"Cannot be represented"
481,13^1 * 37^1,"(16, 15)"
482,2^1 * 241^1,"(19, 11)"
483,3^1 * 7^1 * 23^1,"Cannot be represented"
484,2^2 * 11^2,"(0, 22)"
485,5^1 * 97^1,"(1, 22)"
486,2^1 * 3^5,"Cannot be represented"
487,487^1,"Cannot be represented"
488,2^3 * 61^1,"(2, 22)"
489,3^1 * 163^1,"Cannot be represented"
490,2^1 * 5^1 * 7^2,"(7, 21)"
491,491^1,"Cannot be represented"
492,2^2 * 3^1 * 41^1,"Cannot be represented"
493,17^1 * 29^1,"(3, 22)"
494,2^1 * 13^1 * 19^1,"Cannot be represented"
495,3^2 * 5^1 * 11^1,"Cannot be represented"
496,2^4 * 31^1,"Cannot be represented"
497,7^1 * 71^1,"Cannot be represented"
498,2^1 * 3^1 * 83^1,"Cannot be represented"
499,499^1,"Cannot be represented"
500,2^2 * 5^3,"(4, 22)"
501,3^1 * 167^1,"Cannot be represented"
502,2^1 * 251^1,"Cannot be represented"
503,503^1,"Cannot be represented"
504,2^3 * 3^2 * 7^1,"Cannot be represented"
505,5^1 * 101^1,"(12, 19)"
506,2^1 * 11^1 * 23^1,"Cannot be represented"
507,3^1 * 13^2,"Cannot be represented"
508,2^2 * 127^1,"Cannot be represented"
509,509^1,"(5, 22)"
510,2^1 * 3^1 * 5^1 * 17^1,"Cannot be represented"
511,7^1 * 73^1,"Cannot be represented"
512,2^9,"(16, 16)"
513,3^3 * 19^1,"Cannot be represented"
514,2^1 * 257^1,"(17, 15)"
515,5^1 * 103^1,"Cannot be represented"
516,2^2 * 3^1 * 43^1,"Cannot be represented"
517,11^1 * 47^1,"Cannot be represented"
518,2^1 * 7^1 * 37^1,"Cannot be represented"
