2,2^1,"(1, 1)"
519,3^1 * 173^1,"Cannot be represented"
520,2^3 * 5^1 * 13^1,"(6, 22)"
521,521^1,"(20, 11)"
522,2^1 * 3^2 * 29^1,"(21, 9)"
523,523^1,"Cannot be represented"
524,2^2 * 131^1,"Cannot be represented"
525,3^1 * 5^2 * 7^1,"Cannot be represented"
526,2^1 * 263^1,"Cannot be represented"
527,17^1 * 31^1,"Cannot be represented"
528,2^4 * 3^1 * 11^1,"Cannot be represented"
529,23^2,"(0, 23)"
530,2^1 * 5^1 * 53^1,"(1, 23)"
531,3^2 * 59^1,"Cannot be represented"
532,2^2 * 7^1 * 19^1,"Cannot be represented"
533,13^1 * 41^1,"(2, 23)"
534,2^1 * 3^1 * 89^1,"Cannot be represented"
535,5^1 * 107^1,"Cannot be represented"
536,2^3 * 67^1,"Cannot be represented"
537,3^1 * 179^1,"Cannot be represented"
538,2^1 * 269^1,"(3, 23)"
539,7^2 * 11^1,"Cannot be represented"
540,2^2 * 3^3 * 5^1,"Cannot be represented"
541,541^1,"(21, 10)"
542,2^1 * 271^1,"Cannot be represented"
543,3^1 * 181^1,"Cannot be represented"
544,2^5 * 17^1,"(12, 20)"
545,5^1 * 109^1,"(16, 17)"
546,2^1 * 3^1 * 7^1 * 13^1,"Cannot be represented"
547,547^1,"Cannot be represented"
548,2^2 * 137^1,"(8, 22)"
549,3^2 * 61^1,"(18, 15)"
550,2^1 * 5^2 * 11^1,"Cannot be represented"
551,19^1 * 29^1,"Cannot be represented"
552,2^3 * 3^1 * 23^1,"Cannot be represented"
553,7^1 * 79^1,"Cannot be represented"
554,2^1 * 277^1,"(23, 5)"
555,3^1 * 5^1 * 37^1,"Cannot be represented"
556,2^2 * 139^1,"Cannot be represented"
557,557^1,"(14, 19)"
558,2^1 * 3^2 * 31^1,"Cannot be represented"
559,13^1 * 43^1,"Cannot be represented"
560,2^4 * 5^1 * 7^1,"Cannot be represented"
561,3^1 * 11^1 * 17^1,"Cannot be represented"
562,2^1 * 281^1,"(21, 11)"
563,563^1,"Cannot be represented"
564,2^2 * 3^1 * 47^1,"Cannot be represented"
565,5^1 * 113^1,"(23, 6)"
566,2^1 * 283^1,"Cannot be represented"
567,3^4 * 7^1,"Cannot be represented"
568,2^3 * 71^1,"Cannot be represented"
569,569^1,"(20, 13)"
570,2^1 * 3^1 * 5^1 * 19^1,"Cannot be represented"
571,571^1,"Cannot be represented"
572,2^2 * 11^1 * 13^1,"Cannot be represented"
573,3^1 * 191^1,"Cannot be represented"
574,2^1 * 7^1 * 41^1,"Cannot be represented"
575,5^2 * 23^1,"Cannot be represented"
576,2^6 * 3^2,"(0, 24)"
577,577^1,"(1, 24)"
578,2^1 * 17^2,"(23, 7)"
579,3^1 * 193^1,"Cannot be represented"
580,2^2 * 5^1 * 29^1,"(16, 18)"
581,7^1 * 83^1,"Cannot be represented"
582,2^1 * 3^1 * 97^1,"Cannot be represented"
583,11^1 * 53^1,"Cannot be represented"
584,2^3 * 73^1,"(10, 22)"
585,3^2 * 5^1 * 13^1,"(3, 24)"
586,2^1 * 293^1,"(15, 19)"
587,587^1,"Cannot be represented"
588,2^2 * 3^1 * 7^2,"Cannot be represented"
589,19^1 * 31^1,"Cannot be represented"
590,2^1 * 5^1 * 59^1,"Cannot be represented"
591,3^1 * 197^1,"Cannot be represented"
592,2^4 * 37^1,"(4, 24)"
593,593^1,"(23, 8)"
594,2^1 * 3^3 * 11^1,"Cannot be represented"
595,5^1 * 7^1 * 17^1,"Cannot be represented"
596,2^2 * 149^1,"(20, 14)"
597,3^1 * 199^1,"Cannot be represented"
598,2^1 * 13^1 * 23^1,"Cannot be represented"
599,599^1,"Cannot be represented"
600,2^3 * 3^1 * 5^2,"Cannot be represented"
601,601^1,"(5, 24)"
602,2^1 * 7^1 * 43^1,"Cannot be represented"
603,3^2 * 67^1,"Cannot be represented"
604,2^2 * 151^1,"Cannot be represented"
605,5^1 * 11^2,"(22, 11)"
606,2^1 * 3^1 * 101^1,"Cannot be represented"
607,607^1,"Cannot be represented"
608,2^5 * 19^1,"Cannot be represented"
609,3^1 * 7^1 * 29^1,"Cannot be represented"
610,2^1 * 5^1 * 61^1,"(23, 9)"
611,13^1 * 47^1,"Cannot be represented"
612,2^2 * 3^2 * 17^1,"(6, 24)"
613,613^1,"(17, 18)"
614,2^1 * 307^1,"Cannot be represented"
615,3^1 * 5^1 * 41^1,"Cannot be represented"
616,2^3 * 7^1 * 11^1,"Cannot be represented"
617,617^1,"(16, 19)"
618,2^1 * 3^1 * 103^1,"Cannot be represented"
619,619^1,"Cannot be represented"
620,2^2 * 5^1 * 31^1,"Cannot be represented"
621,3^3 * 23^1,"Cannot be represented"
622,2^1 * 311^1,"Cannot be represented"
623,7^1 * 89^1,"Cannot be represented"
624,2^4 * 3^1 * 13^1,"Cannot be represented"
625,5^4,"(0, 25)"
626,2^1 * 313^1,"(1, 25)"
627,3^1 * 11^1 * 19^1,"Cannot be represented"
628,2^2 * 157^1,"(12, 22)"
629,17^1 * 37^1,"(2, 25)"
630,2^1 * 3^2 * 5^1 * 7^1,"Cannot be represented"
631,631^1,"Cannot be represented"
632,2^3 * 79^1,"Cannot be represented"
633,3^1 * 211^1,"Cannot be represented"
634,2^1 * 317^1,"(3, 25)"
635,5^1 * 127^1,"Cannot be represented"
636,2^2 * 3^1 * 53^1,"Cannot be represented"
637,7^2 * 13^1,"(21, 14)"
638,2^1 * 11^1 * 29^1,"Cannot be represented"
639,3^2 * 71^1,"Cannot be represented"
640,2^7 * 5^1,"(8, 24)"
641,641^1,"(4, 25)"
642,2^1 * 3^1 * 107^1,"Cannot be represented"
643,643^1,"Cannot be represented"
644,2^2 * 7^1 * 23^1,"Cannot be represented"
645,3^1 * 5^1 * 43^1,"Cannot be represented"
646,2^1 * 17^1 * 19^1,"Cannot be represented"
647,647^1,"Cannot be represented"
648,2^3 * 3^4,"(18, 18)"
649,11^1 * 59^1,"Cannot be represented"
650,2^1 * 5^2 * 13^1,"(23, 11)"
651,3^1 * 7^1 * 31^1,"Cannot be represented"
652,2^2 * 163^1,"Cannot be represented"
653,653^1,"(13, 22)"
654,2^1 * 3^1 * 109^1,"Cannot be represented"
655,5^1 * 131^1,"Cannot be represented"
656,2^4 * 41^1,"(16, 20)"
657,3^2 * 73^1,"(24, 9)"
658,2^1 * 7^1 * 47^1,"Cannot be represented"
659,659^1,"Cannot be represented"
660,2^2 * 3^1 * 5^1 * 11^1,"Cannot be represented"
661,661^1,"(6, 25)"
662,2^1 * 331^1,"Cannot be represented"
663,3^1 * 13^1 * 17^1,"Cannot be represented"
664,2^3 * 83^1,"Cannot be represented"
665,5^1 * 7^1 * 19^1,"Cannot be represented"
666,2^1 * 3^2 * 37^1,"(21, 15)"
667,23^1 * 29^1,"Cannot be represented"
668,2^2 * 167^1,"Cannot be represented"
669,3^1 * 223^1,"Cannot be represented"
670,2^1 * 5^1 * 67^1,"Cannot be represented"
671,11^1 * 61^1,"Cannot be represented"
672,2^5 * 3^1 * 7^1,"Cannot be represented"
673,673^1,"(12, 23)"
674,2^1 * 337^1,"(7, 25)"
675,3^3 * 5^2,"Cannot be represented"
676,2^2 * 13^2,"(0, 26)"
677,677^1,"(1, 26)"
678,2^1 * 3^1 * 113^1,"Cannot be represented"
679,7^1 * 97^1,"Cannot be represented"
680,2^3 * 5^1 * 17^1,"(2, 26)"
681,3^1 * 227^1,"Cannot be represented"
682,2^1 * 11^1 * 31^1,"Cannot be represented"
683,683^1,"Cannot be represented"
684,2^2 * 3^2 * 19^1,"Cannot be represented"
685,5^1 * 137^1,"(3, 26)"
686,2^1 * 7^3,"Cannot be represented"
687,3^1 * 229^1,"Cannot be represented"
688,2^4 * 43^1,"Cannot be represented"
689,13^1 * 53^1,"(20, 17)"
690,2^1 * 3^1 * 5^1 * 23^1,"Cannot be represented"
691,691^1,"Cannot be represented"
692,2^2 * 173^1,"(4, 26)"
693,3^2 * 7^1 * 11^1,"Cannot be represented"
694,2^1 * 347^1,"Cannot be represented"
695,5^1 * 139^1,"Cannot be represented"
696,2^3 * 3^1 * 29^1,"Cannot be represented"
697,17^1 * 41^1,"(16, 21)"
698,2^1 * 349^1,"(23, 13)"
699,3^1 * 233^1,"Cannot be represented"
700,2^2 * 5^2 * 7^1,"Cannot be represented"
701,701^1,"(5, 26)"
702,2^1 * 3^3 * 13^1,"Cannot be represented"
703,19^1 * 37^1,"Cannot be represented"
704,2^6 * 11^1,"Cannot be represented"
705,3^1 * 5^1 * 47^1,"Cannot be represented"
706,2^1 * 353^1,"(9, 25)"
707,7^1 * 101^1,"Cannot be represented"
708,2^2 * 3^1 * 59^1,"Cannot be represented"
709,709^1,"(15, 22)"
710,2^1 * 5^1 * 71^1,"Cannot be represented"
711,3^2 * 79^1,"Cannot be represented"
712,2^3 * 89^1,"(6, 26)"
713,23^1 * 31^1,"Cannot be represented"
714,2^1 * 3^1 * 7^1 * 17^1,"Cannot be represented"
715,5^1 * 11^1 * 13^1,"Cannot be represented"
716,2^2 * 179^1,"Cannot be represented"
717,3^1 * 239^1,"Cannot be represented"
718,2^1 * 359^1,"Cannot be represented"
719,719^1,"Cannot be represented"
720,2^4 * 3^2 * 5^1,"(12, 24)"
721,7^1 * 103^1,"Cannot be represented"
722,2^1 * 19^2,"(19, 19)"
723,3^1 * 241^1,"Cannot be represented"
724,2^2 * 181^1,"(20, 18)"
725,5^2 * 29^1,"(23, 14)"
726,2^1 * 3^1 * 11^2,"Cannot be represented"
727,727^1,"Cannot be represented"
728,2^3 * 7^1 * 13^1,"Cannot be represented"
729,3^6,"(0, 27)"
730,2^1 * 5^1 * 73^1,"(1, 27)"
731,17^1 * 43^1,"Cannot be represented"
732,2^2 * 3^1 * 61^1,"Cannot be represented"
733,733^1,"(2, 27)"
734,2^1 * 367^1,"Cannot be represented"
735,3^1 * 5^1 * 7^2,"Cannot be represented"
736,2^5 * 23^1,"Cannot be represented"
737,11^1 * 67^1,"Cannot be represented"
738,2^1 * 3^2 * 41^1,"(3, 27)"
739,739^1,"Cannot be represented"
740,2^2 * 5^1 * 37^1,"(16, 22)"
741,3^1 * 13^1 * 19^1,"Cannot be represented"
742,2^1 * 7^1 * 53^1,"Cannot be represented"
743,743^1,"Cannot be represented"
744,2^3 * 3^1 * 31^1,"Cannot be represented"
745,5^1 * 149^1,"(4, 27)"
746,2^1 * 373^1,"(25, 11)"
747,3^2 * 83^1,"Cannot be represented"
748,2^2 * 11^1 * 17^1,"Cannot be represented"
749,7^1 * 107^1,"Cannot be represented"
750,2^1 * 3^1 * 5^3,"Cannot be represented"
751,751^1,"Cannot be represented"
752,2^4 * 47^1,"Cannot be represented"
753,3^1 * 251^1,"Cannot be represented"
754,2^1 * 13^1 * 29^1,"(23, 15)"
755,5^1 * 151^1,"Cannot be represented"
756,2^2 * 3^3 * 7^1,"Cannot be represented"
757,757^1,"(26, 9)"
758,2^1 * 379^1,"Cannot be represented"
759,3^1 * 11^1 * 23^1,"Cannot be represented"
760,2^3 * 5^1 * 19^1,"Cannot be represented"
761,761^1,"(20, 19)"
762,2^1 * 3^1 * 127^1,"Cannot be represented"
763,7^1 * 109^1,"Cannot be represented"
764,2^2 * 191^1,"Cannot be represented"
765,3^2 * 5^1 * 17^1,"(6, 27)"
766,2^1 * 383^1,"Cannot be represented"
767,13^1 * 59^1,"Cannot be represented"
768,2^8 * 3^1,"Cannot be represented"
769,769^1,"(12, 25)"
770,2^1 * 5^1 * 7^1 * 11^1,"Cannot be represented"
771,3^1 * 257^1,"Cannot be represented"
772,2^2 * 193^1,"(24, 14)"
773,773^1,"(17, 22)"
774,2^1 * 3^2 * 43^1,"Cannot be represented"
775,5^2 * 31^1,"Cannot be represented"
776,2^3 * 97^1,"(26, 10)"
777,3^1 * 7^1 * 37^1,"Cannot be represented"
778,2^1 * 389^1,"(7, 27)"
779,19^1 * 41^1,"Cannot be represented"
780,2^2 * 3^1 * 5^1 * 13^1,"Cannot be represented"
781,11^1 * 71^1,"Cannot be represented"
782,2^1 * 17^1 * 23^1,"Cannot be represented"
783,3^3 * 29^1,"Cannot be represented"
784,2^4 * 7^2,"(0, 28)"
785,5^1 * 157^1,"(1, 28)"
786,2^1 * 3^1 * 131^1,"Cannot be represented"
787,787^1,"Cannot be represented"
788,2^2 * 197^1,"(2, 28)"
789,3^1 * 263^1,"Cannot be represented"
790,2^1 * 5^1 * 79^1,"Cannot be represented"
791,7^1 * 113^1,"Cannot be represented"
792,2^3 * 3^2 * 11^1,"Cannot be represented"
793,13^1 * 61^1,"(3, 28)"
794,2^1 * 397^1,"(13, 25)"
795,3^1 * 5^1 * 53^1,"Cannot be represented"
796,2^2 * 199^1,"Cannot be represented"
797,797^1,"(26, 11)"
798,2^1 * 3^1 * 7^1 * 19^1,"Cannot be represented"
799,17^1 * 47^1,"Cannot be represented"
800,2^5 * 5^2,"(4, 28)"
801,3^2 * 89^1,"(24, 15)"
802,2^1 * 401^1,"(21, 19)"
803,11^1 * 73^1,"Cannot be represented"
804,2^2 * 3^1 * 67^1,"Cannot be represented"
805,5^1 * 7^1 * 23^1,"Cannot be represented"
806,2^1 * 13^1 * 31^1,"Cannot be represented"
807,3^1 * 269^1,"Cannot be represented"
808,2^3 * 101^1,"(18, 22)"
809,809^1,"(28, 5)"
810,2^1 * 3^4 * 5^1,"(9, 27)"
811,811^1,"Cannot be represented"
812,2^2 * 7^1 * 29^1,"Cannot be represented"
813,3^1 * 271^1,"Cannot be represented"
814,2^1 * 11^1 * 37^1,"Cannot be represented"
815,5^1 * 163^1,"Cannot be represented"
816,2^4 * 3^1 * 17^1,"Cannot be represented"
817,19^1 * 43^1,"Cannot be represented"
818,2^1 * 409^1,"(23, 17)"
819,3^2 * 7^1 * 13^1,"Cannot be represented"
820,2^2 * 5^1 * 41^1,"(12, 26)"
821,821^1,"(14, 25)"
822,2^1 * 3^1 * 137^1,"Cannot be represented"
823,823^1,"Cannot be represented"
824,2^3 * 103^1,"Cannot be represented"
825,3^1 * 5^2 * 11^1,"Cannot be represented"
826,2^1 * 7^1 * 59^1,"Cannot be represented"
827,827^1,"Cannot be represented"
828,2^2 * 3^2 * 23^1,"Cannot be represented"
829,829^1,"(27, 10)"
830,2^1 * 5^1 * 83^1,"Cannot be represented"
831,3^1 * 277^1,"Cannot be represented"
832,2^6 * 13^1,"(16, 24)"
833,7^2 * 17^1,"(28, 7)"
834,2^1 * 3^1 * 139^1,"Cannot be represented"
835,5^1 * 167^1,"Cannot be represented"
836,2^2 * 11^1 * 19^1,"Cannot be represented"
837,3^3 * 31^1,"Cannot be represented"
838,2^1 * 419^1,"Cannot be represented"
839,839^1,"Cannot be represented"
840,2^3 * 3^1 * 5^1 * 7^1,"Cannot be represented"
841,29^2,"(0, 29)"
842,2^1 * 421^1,"(1, 29)"
843,3^1 * 281^1,"Cannot be represented"
844,2^2 * 211^1,"Cannot be represented"
845,5^1 * 13^2,"(2, 29)"
846,2^1 * 3^2 * 47^1,"Cannot be represented"
847,7^1 * 11^2,"Cannot be represented"
848,2^4 * 53^1,"(28, 8)"
849,3^1 * 283^1,"Cannot be represented"
850,2^1 * 5^2 * 17^1,"(3, 29)"
851,23^1 * 37^1,"Cannot be represented"
852,2^2 * 3^1 * 71^1,"Cannot be represented"
853,853^1,"(23, 18)"
854,2^1 * 7^1 * 61^1,"Cannot be represented"
855,3^2 * 5^1 * 19^1,"Cannot be represented"
856,2^3 * 107^1,"Cannot be represented"
857,857^1,"(4, 29)"
858,2^1 * 3^1 * 11^1 * 13^1,"Cannot be represented"
859,859^1,"Cannot be represented"
860,2^2 * 5^1 * 43^1,"Cannot be represented"
861,3^1 * 7^1 * 41^1,"Cannot be represented"
862,2^1 * 431^1,"Cannot be represented"
863,863^1,"Cannot be represented"
864,2^5 * 3^3,"Cannot be represented"
865,5^1 * 173^1,"(28, 9)"
866,2^1 * 433^1,"(5, 29)"
867,3^1 * 17^2,"Cannot be represented"
868,2^2 * 7^1 * 31^1,"Cannot be represented"
869,11^1 * 79^1,"Cannot be represented"
870,2^1 * 3^1 * 5^1 * 29^1,"Cannot be represented"
871,13^1 * 67^1,"Cannot be represented"
872,2^3 * 109^1,"(26, 14)"
873,3^2 * 97^1,"(12, 27)"
874,2^1 * 19^1 * 23^1,"Cannot be represented"
875,5^3 * 7^1,"Cannot be represented"
876,2^2 * 3^1 * 73^1,"Cannot be represented"
877,877^1,"(6, 29)"
878,2^1 * 439^1,"Cannot be represented"
879,3^1 * 293^1,"Cannot be represented"
880,2^4 * 5^1 * 11^1,"Cannot be represented"
881,881^1,"(16, 25)"
882,2^1 * 3^2 * 7^2,"(21, 21)"
883,883^1,"Cannot be represented"
884,2^2 * 13^1 * 17^1,"(20, 22)"
885,3^1 * 5^1 * 59^1,"Cannot be represented"
886,2^1 * 443^1,"Cannot be represented"
887,887^1,"Cannot be represented"
888,2^3 * 3^1 * 37^1,"Cannot be represented"
889,7^1 * 127^1,"Cannot be represented"
890,2^1 * 5^1 * 89^1,"(23, 19)"
891,3^4 * 11^1,"Cannot be represented"
892,2^2 * 223^1,"Cannot be represented"
893,19^1 * 47^1,"Cannot be represented"
894,2^1 * 3^1 * 149^1,"Cannot be represented"
895,5^1 * 179^1,"Cannot be represented"
896,2^7 * 7^1,"Cannot be represented"
897,3^1 * 13^1 * 23^1,"Cannot be represented"
898,2^1 * 449^1,"(13, 27)"
899,29^1 * 31^1,"Cannot be represented"
900,2^2 * 3^2 * 5^2,"(0, 30)"
901,17^1 * 53^1,"(1, 30)"
902,2^1 * 11^1 * 41^1,"Cannot be represented"
903,3^1 * 7^1 * 43^1,"Cannot be represented"
904,2^3 * 113^1,"(2, 30)"
905,5^1 * 181^1,"(28, 11)"
906,2^1 * 3^1 * 151^1,"Cannot be represented"
907,907^1,"Cannot be represented"
908,2^2 * 227^1,"Cannot be represented"
909,3^2 * 101^1,"(30, 3)"
910,2^1 * 5^1 * 7^1 * 13^1,"Cannot be represented"
911,911^1,"Cannot be represented"
912,2^4 * 3^1 * 19^1,"Cannot be represented"
913,11^1 * 83^1,"Cannot be represented"
914,2^1 * 457^1,"(17, 25)"
915,3^1 * 5^1 * 61^1,"Cannot be represented"
916,2^2 * 229^1,"(30, 4)"
917,7^1 * 131^1,"Cannot be represented"
918,2^1 * 3^3 * 17^1,"Cannot be represented"
919,919^1,"Cannot be represented"
920,2^3 * 5^1 * 23^1,"Cannot be represented"
921,3^1 * 307^1,"Cannot be represented"
922,2^1 * 461^1,"(29, 9)"
923,13^1 * 71^1,"Cannot be represented"
924,2^2 * 3^1 * 7^1 * 11^1,"Cannot be represented"
925,5^2 * 37^1,"(30, 5)"
926,2^1 * 463^1,"Cannot be represented"
927,3^2 * 103^1,"Cannot be represented"
928,2^5 * 29^1,"(12, 28)"
929,929^1,"(20, 23)"
930,2^1 * 3^1 * 5^1 * 31^1,"Cannot be represented"
931,7^2 * 19^1,"Cannot be represented"
932,2^2 * 233^1,"(16, 26)"
933,3^1 * 311^1,"Cannot be represented"
934,2^1 * 467^1,"Cannot be represented"
935,5^1 * 11^1 * 17^1,"Cannot be represented"
936,2^3 * 3^2 * 13^1,"(30, 6)"
937,937^1,"(24, 19)"
938,2^1 * 7^1 * 67^1,"Cannot be represented"
939,3^1 * 313^1,"Cannot be represented"
940,2^2 * 5^1 * 47^1,"Cannot be represented"
941,941^1,"(29, 10)"
942,2^1 * 3^1 * 157^1,"Cannot be represented"
943,23^1 * 41^1,"Cannot be represented"
944,2^4 * 59^1,"Cannot be represented"
945,3^3 * 5^1 * 7^1,"Cannot be represented"
946,2^1 * 11^1 * 43^1,"Cannot be represented"
947,947^1,"Cannot be represented"
948,2^2 * 3^1 * 79^1,"Cannot be represented"
949,13^1 * 73^1,"(30, 7)"
950,2^1 * 5^2 * 19^1,"Cannot be represented"
951,3^1 * 317^1,"Cannot be represented"
952,2^3 * 7^1 * 17^1,"Cannot be represented"
953,953^1,"(28, 13)"
954,2^1 * 3^2 * 53^1,"(27, 15)"
955,5^1 * 191^1,"Cannot be represented"
956,2^2 * 239^1,"Cannot be represented"
957,3^1 * 11^1 * 29^1,"Cannot be represented"
958,2^1 * 479^1,"Cannot be represented"
959,7^1 * 137^1,"Cannot be represented"
960,2^6 * 3^1 * 5^1,"Cannot be represented"
961,31^2,"(0, 31)"
962,2^1 * 13^1 * 37^1,"(1, 31)"
963,3^2 * 107^1,"Cannot be represented"
964,2^2 * 241^1,"(30, 8)"
965,5^1 * 193^1,"(2, 31)"
966,2^1 * 3^1 * 7^1 * 23^1,"Cannot be represented"
967,967^1,"Cannot be represented"
968,2^3 * 11^2,"(22, 22)"
969,3^1 * 17^1 * 19^1,"Cannot be represented"
970,2^1 * 5^1 * 97^1,"(3, 31)"
971,971^1,"Cannot be represented"
972,2^2 * 3^5,"Cannot be represented"
973,7^1 * 139^1,"Cannot be represented"
974,2^1 * 487^1,"Cannot be represented"
975,3^1 * 5^2 * 13^1,"Cannot be represented"
976,2^4 * 61^1,"(20, 24)"
977,977^1,"(4, 31)"
978,2^1 * 3^1 * 163^1,"Cannot be represented"
979,11^1 * 89^1,"Cannot be represented"
980,2^2 * 5^1 * 7^2,"(28, 14)"
981,3^2 * 109^1,"(30, 9)"
982,2^1 * 491^1,"Cannot be represented"
983,983^1,"Cannot be represented"
984,2^3 * 3^1 * 41^1,"Cannot be represented"
985,5^1 * 197^1,"(16, 27)"
986,2^1 * 17^1 * 29^1,"(5, 31)"
987,3^1 * 7^1 * 47^1,"Cannot be represented"
988,2^2 * 13^1 * 19^1,"Cannot be represented"
989,23^1 * 43^1,"Cannot be represented"
990,2^1 * 3^2 * 5^1 * 11^1,"Cannot be represented"
991,991^1,"Cannot be represented"
992,2^5 * 31^1,"Cannot be represented"
993,3^1 * 331^1,"Cannot be represented"
994,2^1 * 7^1 * 71^1,"Cannot be represented"
995,5^1 * 199^1,"Cannot be represented"
996,2^2 * 3^1 * 83^1,"Cannot be represented"
997,997^1,"(6, 31)"
998,2^1 * 499^1,"Cannot be represented"
999,3^3 * 37^1,"Cannot be represented"
1000,2^3 * 5^3,"(30, 10)"
